,a,b,c,d,e,f,g,h,i,j,k,l,m,n
18413,BDCQ.SEE2075A,2016.12,328.280973,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18414,BDCQ.SEE2075A,2017.03,327.19298,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18415,BDCQ.SEE2075A,2017.06,330.79323,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18416,BDCQ.SEE2075A,2017.09,314.487766,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18417,BDCQ.SEE2075A,2017.12,344.205993,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18418,BDCQ.SEE2075A,2018.03,338.573624,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18419,BDCQ.SEE2075A,2018.06,354.390451,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18420,BDCQ.SEE2075A,2018.09,337.59683,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18421,BDCQ.SEE2075A,2018.12,369.55525,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18422,BDCQ.SEE2075A,2019.03,352.388744,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18423,BDCQ.SEE2075A,2019.06,367.423025,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18424,BDCQ.SEE2075A,2019.09,340.355129,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18425,BDCQ.SEE2075A,2019.12,379.00738,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18426,BDCQ.SEE2075A,2020.03,353.918763,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18427,BDCQ.SEE2075A,2020.06,355.783347,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18428,BDCQ.SEE2075A,2020.09,358.608758,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18429,BDCQ.SEE2075A,2020.12,379.655233,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18430,BDCQ.SEE2075A,2021.03,383.717352,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18431,BDCQ.SEE2075A,2021.06,392.948499,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18432,BDCQ.SEE2075A,2021.09,378.218589,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18433,BDCQ.SEE2075A,2021.12,411.352262,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18434,BDCQ.SEE2075A,2022.03,410.669932,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18435,BDCQ.SEE2075A,2022.06,416.78327,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18436,BDCQ.SEE2075A,2022.09,413.353227,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18437,BDCQ.SEE2075A,2022.12,440.96923,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18438,BDCQ.SEE2075A,2023.03,445.677121,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18439,BDCQ.SEE2075A,2023.06,448.274363,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Invercargill City,Actual,,
18440,BDCQ.SEE2076A,2011.06,7447.755016,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18441,BDCQ.SEE2076A,2011.09,7649.103449,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18442,BDCQ.SEE2076A,2011.12,7939.989996,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18443,BDCQ.SEE2076A,2012.03,7555.602333,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18444,BDCQ.SEE2076A,2012.06,7823.541726,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18445,BDCQ.SEE2076A,2012.09,7934.562337,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18446,BDCQ.SEE2076A,2012.12,8293.56192,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18447,BDCQ.SEE2076A,2013.03,7847.208639,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18448,BDCQ.SEE2076A,2013.06,8163.13584,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18449,BDCQ.SEE2076A,2013.09,8319.388872,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18450,BDCQ.SEE2076A,2013.12,8784.854516,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18451,BDCQ.SEE2076A,2014.03,8149.000397,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18452,BDCQ.SEE2076A,2014.06,8610.780651,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18453,BDCQ.SEE2076A,2014.09,8865.380736,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18454,BDCQ.SEE2076A,2014.12,9281.645418,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18455,BDCQ.SEE2076A,2015.03,8684.726656,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18456,BDCQ.SEE2076A,2015.06,9134.438955,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18457,BDCQ.SEE2076A,2015.09,9545.914404,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18458,BDCQ.SEE2076A,2015.12,9751.737892,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18459,BDCQ.SEE2076A,2016.03,9511.344274,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18460,BDCQ.SEE2076A,2016.06,9745.58507,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18461,BDCQ.SEE2076A,2016.09,10034.82849,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18462,BDCQ.SEE2076A,2016.12,10365.3989,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18463,BDCQ.SEE2076A,2017.03,10041.24527,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18464,BDCQ.SEE2076A,2017.06,10394.24792,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18465,BDCQ.SEE2076A,2017.09,10660.06066,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18466,BDCQ.SEE2076A,2017.12,11093.97773,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18467,BDCQ.SEE2076A,2018.03,10755.28241,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18468,BDCQ.SEE2076A,2018.06,11034.91634,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18469,BDCQ.SEE2076A,2018.09,11307.47021,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18470,BDCQ.SEE2076A,2018.12,11904.98357,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18471,BDCQ.SEE2076A,2019.03,11076.97054,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18472,BDCQ.SEE2076A,2019.06,11690.82501,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18473,BDCQ.SEE2076A,2019.09,11979.95939,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18474,BDCQ.SEE2076A,2019.12,12857.37009,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18475,BDCQ.SEE2076A,2020.03,11855.59303,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18476,BDCQ.SEE2076A,2020.06,11722.70343,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18477,BDCQ.SEE2076A,2020.09,12529.84319,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18478,BDCQ.SEE2076A,2020.12,12738.45305,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18479,BDCQ.SEE2076A,2021.03,12586.28096,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18480,BDCQ.SEE2076A,2021.06,13136.43757,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18481,BDCQ.SEE2076A,2021.09,13456.90518,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18482,BDCQ.SEE2076A,2021.12,14130.50675,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18483,BDCQ.SEE2076A,2022.03,14021.63061,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18484,BDCQ.SEE2076A,2022.06,14423.01659,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18485,BDCQ.SEE2076A,2022.09,14782.5365,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18486,BDCQ.SEE2076A,2022.12,15258.28511,,R,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18487,BDCQ.SEE2076A,2023.03,15175.313419,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18488,BDCQ.SEE2076A,2023.06,15736.988301,,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Auckland,Actual,,
18489,BDCQ.SEE2999A,2012.09,,Y,F,Value,6,Business Data Collection - BDC,Territorial authority by employment variable,Total earnings,Area Outside Territorial Authority,Actual,,
18490,BDCQ.SEE3001A,2011.06,15519.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18491,BDCQ.SEE3001A,2011.09,15180.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18492,BDCQ.SEE3001A,2011.12,15619.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18493,BDCQ.SEE3001A,2012.03,15401.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18494,BDCQ.SEE3001A,2012.06,15226.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18495,BDCQ.SEE3001A,2012.09,14690.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18496,BDCQ.SEE3001A,2012.12,15294.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18497,BDCQ.SEE3001A,2013.03,15318.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18498,BDCQ.SEE3001A,2013.06,15326.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18499,BDCQ.SEE3001A,2013.09,15004.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18500,BDCQ.SEE3001A,2013.12,15860.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18501,BDCQ.SEE3001A,2014.03,15574.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18502,BDCQ.SEE3001A,2014.06,15928.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18503,BDCQ.SEE3001A,2014.09,15557.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18504,BDCQ.SEE3001A,2014.12,16266.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18505,BDCQ.SEE3001A,2015.03,16093.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18506,BDCQ.SEE3001A,2015.06,16147.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18507,BDCQ.SEE3001A,2015.09,15516.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18508,BDCQ.SEE3001A,2015.12,15936.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18509,BDCQ.SEE3001A,2016.03,16193.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18510,BDCQ.SEE3001A,2016.06,16294.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18511,BDCQ.SEE3001A,2016.09,16129.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18512,BDCQ.SEE3001A,2016.12,16938.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18513,BDCQ.SEE3001A,2017.03,16989.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18514,BDCQ.SEE3001A,2017.06,17152.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18515,BDCQ.SEE3001A,2017.09,16813.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18516,BDCQ.SEE3001A,2017.12,17029.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18517,BDCQ.SEE3001A,2018.03,17484.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18518,BDCQ.SEE3001A,2018.06,17389.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18519,BDCQ.SEE3001A,2018.09,17045.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18520,BDCQ.SEE3001A,2018.12,17958.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18521,BDCQ.SEE3001A,2019.03,18010.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18522,BDCQ.SEE3001A,2019.06,17925.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18523,BDCQ.SEE3001A,2019.09,17717.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18524,BDCQ.SEE3001A,2019.12,19094.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18525,BDCQ.SEE3001A,2020.03,19057.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18526,BDCQ.SEE3001A,2020.06,18573.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18527,BDCQ.SEE3001A,2020.09,18352.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18528,BDCQ.SEE3001A,2020.12,18871.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18529,BDCQ.SEE3001A,2021.03,19007.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18530,BDCQ.SEE3001A,2021.06,19445.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18531,BDCQ.SEE3001A,2021.09,18847.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18532,BDCQ.SEE3001A,2021.12,19412.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18533,BDCQ.SEE3001A,2022.03,19024.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18534,BDCQ.SEE3001A,2022.06,19174.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18535,BDCQ.SEE3001A,2022.09,19004.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18536,BDCQ.SEE3001A,2022.12,19224.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18537,BDCQ.SEE3001A,2023.03,19165.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18538,BDCQ.SEE3001A,2023.06,19294.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Far North District,Actual,,
18539,BDCQ.SEE3002A,2011.06,26875.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18540,BDCQ.SEE3002A,2011.09,26958.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18541,BDCQ.SEE3002A,2011.12,27287.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18542,BDCQ.SEE3002A,2012.03,26714.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18543,BDCQ.SEE3002A,2012.06,27549.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18544,BDCQ.SEE3002A,2012.09,27414.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18545,BDCQ.SEE3002A,2012.12,28227.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18546,BDCQ.SEE3002A,2013.03,28024.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18547,BDCQ.SEE3002A,2013.06,28396.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18548,BDCQ.SEE3002A,2013.09,27627.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18549,BDCQ.SEE3002A,2013.12,27964.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18550,BDCQ.SEE3002A,2014.03,27699.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18551,BDCQ.SEE3002A,2014.06,28245.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18552,BDCQ.SEE3002A,2014.09,28215.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18553,BDCQ.SEE3002A,2014.12,28777.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18554,BDCQ.SEE3002A,2015.03,28137.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18555,BDCQ.SEE3002A,2015.06,29033.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18556,BDCQ.SEE3002A,2015.09,29274.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18557,BDCQ.SEE3002A,2015.12,29803.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18558,BDCQ.SEE3002A,2016.03,29468.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18559,BDCQ.SEE3002A,2016.06,30336.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18560,BDCQ.SEE3002A,2016.09,30637.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18561,BDCQ.SEE3002A,2016.12,30630.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18562,BDCQ.SEE3002A,2017.03,30706.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18563,BDCQ.SEE3002A,2017.06,32271.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18564,BDCQ.SEE3002A,2017.09,32168.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18565,BDCQ.SEE3002A,2017.12,32530.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18566,BDCQ.SEE3002A,2018.03,31594.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18567,BDCQ.SEE3002A,2018.06,32111.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18568,BDCQ.SEE3002A,2018.09,31815.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18569,BDCQ.SEE3002A,2018.12,32246.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18570,BDCQ.SEE3002A,2019.03,32405.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18571,BDCQ.SEE3002A,2019.06,32784.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18572,BDCQ.SEE3002A,2019.09,32679.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18573,BDCQ.SEE3002A,2019.12,33684.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18574,BDCQ.SEE3002A,2020.03,33416.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18575,BDCQ.SEE3002A,2020.06,32882.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18576,BDCQ.SEE3002A,2020.09,33386.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18577,BDCQ.SEE3002A,2020.12,34036.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18578,BDCQ.SEE3002A,2021.03,34185.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18579,BDCQ.SEE3002A,2021.06,34467.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18580,BDCQ.SEE3002A,2021.09,34557.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18581,BDCQ.SEE3002A,2021.12,35391.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18582,BDCQ.SEE3002A,2022.03,35225.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18583,BDCQ.SEE3002A,2022.06,35327.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18584,BDCQ.SEE3002A,2022.09,34791.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18585,BDCQ.SEE3002A,2022.12,35586.0,,R,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
18586,BDCQ.SEE3002A,2023.03,34830.0,,F,Number,0,Business Data Collection - BDC,Territorial authority by employment variable,Filled jobs (workplace location based),Whangarei District,Actual,,
